user_id,subgroup
617ed902b231940007823606,8 59 69 40 51 71 70 15 55 1 7 64 37 85 4 83 73 50 13 29 72 19 61 3 5 66 28 35 57 53 6 23 36 24 79 45 16 65 14 76 33 56 60 49 63 84 75 27 47 9
61287daf560d810006958251,40 19 73 3 5 59 51 71 7 13 4 1 72 6 69 50 23 55 66 8 15 25 61 53 37 64 70 33 85 29 36 83 34 77 32 60 21 79 57 39 27 76 35 89 28 24 49 38 46 65
617eeb2380117b00079916e8,13 8 40 59 4 5 15 1 51 71 89 55 27 3 7 69 61 28 19 72 9 50 29 66 6 85 53 36 79 24 33 70 73 64 35 37 23 83 57 46 25 14 16 60 45 21 34 32 49 76
617d9b65b23194000780bfac,5 4 3 36 59 49 13 40 25 71 8 7 30 51 6 1 21 28 15 55 23 19 33 53 89 77 85 27 60 61 79 72 69 50 73 24 37 26 62 29 70 66 64 34 32 74 83 39 35 20
6173a7c5231858000643b26f,34 33 32 59 71 39 3 7 51 38 40 8 58 6 5 52 57 1 23 66 61 80 69 83 37 50 72 74 76 64 25 4 29 13 36 55 41 28 35 85 77 75 70 15 54 53 44 19 79 73
61796267b2319400077af493,8 69 59 70 51 64 71 55 1 7 37 83 33 85 35 57 40 29 4 15 61 76 13 28 66 36 72 3 5 50 45 75 6 23 32 34 63 60 79 24 14 16 21 47 49 53 65 73 52 84
5eee74c1eb246da0e50471ab,40 13 3 5 72 50 4 66 51 19 59 61 71 7 6 23 1 55 8 73 53 27 9 36 29 65 37 15 25 85 69 24 79 83 70 64 56 34 57 39 35 28 89 46 33 78 77 60 16 45
617f173e57d2ce0006c70668,5 4 3 25 36 6 7 77 59 40 71 23 51 34 1 39 8 38 33 19 27 13 72 66 89 50 53 61 60 15 85 73 55 37 24 69 20 29 74 32 78 64 67 79 28 70 62 22 35 83
5e7a0ed69c4b140023a848eb,5 4 59 71 3 51 40 1 55 7 33 13 8 6 36 32 25 69 23 61 72 66 85 34 64 50 70 37 79 29 24 27 77 15 39 28 60 57 19 76 83 21 73 53 35 89 38 75 9 49
617f182980117b0007995e45,4 5 3 59 51 71 7 40 36 6 27 1 23 25 55 8 72 66 13 50 61 29 85 77 37 24 15 9 79 34 83 60 62 28 19 53 73 69 39 65 78 35 89 20 38 70 67 33 46 16
617f1fe8b231940007828878,3 59 7 51 71 40 5 66 6 23 50 72 61 34 4 1 37 39 83 38 8 36 69 55 33 29 85 64 57 25 19 35 65 13 77 70 32 15 73 53 60 78 79 27 76 54 24 28 75 67
59b79476cd5792070055e82b,4 5 27 13 59 8 40 24 1 3 55 51 15 71 36 23 7 6 9 28 69 89 85 29 79 61 25 14 33 37 50 73 70 46 66 72 19 45 64 57 53 60 16 77 83 35 21 34 20 49
5d1e29010d5f3b0021dc4a41,3 5 4 7 34 59 71 6 23 51 39 38 40 25 33 36 8 1 66 77 61 32 13 50 27 72 37 29 55 83 24 85 69 78 28 57 67 60 35 79 64 70 9 15 74 19 45 54 53 73
5ab12613a356e3001e486f30,57 33 59 76 64 51 69 71 75 37 8 83 35 40 32 1 7 85 63 61 55 3 66 4 70 50 15 29 13 52 28 36 81 72 5 6 19 73 58 68 23 79 24 34 21 80 54 53 60 41
6027c54ce4e6038902cd6f78,13 8 4 15 59 1 40 5 55 51 71 27 9 28 89 7 3 69 61 29 79 24 72 50 66 70 85 6 37 19 46 14 16 73 53 36 35 64 23 57 83 45 33 60 25 49 21 65 84 32
5b5c44148011d1001e33e86d,3 5 59 6 7 71 23 40 51 4 25 34 1 38 77 39 36 66 37 8 85 83 55 29 50 72 61 69 15 19 73 33 53 60 35 62 13 32 65 64 24 27 78 28 70 57 79 67 54 45
617f3a3cb23194000782b00a,4 40 5 13 19 73 3 59 51 15 27 71 1 7 8 55 53 6 23 72 25 36 89 69 24 61 9 50 85 28 70 66 37 79 46 29 64 60 77 33 83 49 14 57 21 45 56 20 34 35
5915c4332fa2a607008bdc2b,3 5 4 40 6 23 7 13 51 59 71 27 8 66 50 72 61 1 55 9 25 34 24 39 36 38 29 79 77 19 37 85 69 83 15 65 53 73 33 70 78 60 28 35 45 16 46 64 14 57
5dac17e09b475f0021c7fa86,69 64 59 51 8 70 71 13 1 55 40 37 15 76 83 85 7 61 72 75 29 33 50 57 35 66 63 4 3 79 6 36 5 23 73 28 53 19 32 24 60 16 14 27 49 65 34 52 45 84
61700b7fe38aa7000780dd97,51 59 55 66 50 71 72 8 40 61 1 29 7 85 37 83 3 65 69 4 70 36 13 15 5 53 35 23 19 62 64 6 57 56 73 28 24 16 45 79 60 33 34 14 49 78 9 84 27 38
61720c8d5764e90006ed78b6,3 40 5 51 4 7 8 59 6 23 13 71 50 72 66 61 19 69 73 55 1 70 36 25 53 29 37 64 85 15 34 83 33 28 27 9 39 65 24 77 79 35 45 60 38 57 78 56 32 67
5a5342ac5518aa001e320dd7,59 51 7 3 71 5 6 40 1 69 55 37 83 23 8 4 66 61 72 85 64 50 29 36 34 33 15 39 57 70 35 25 38 77 19 13 32 60 73 53 65 79 28 76 24 27 78 75 62 54
60f38d0440316c0006a97d14,5 4 36 3 59 25 71 6 40 23 7 51 1 77 8 15 27 85 55 13 89 69 61 33 24 20 37 34 29 72 64 66 73 50 19 39 60 62 53 79 28 38 9 70 74 67 83 49 21 78
5f4da0a6df4a83f7dbd97fc0,34 33 39 38 3 59 71 32 7 51 40 6 5 8 23 66 1 57 25 58 52 4 69 61 37 50 83 72 36 29 77 85 35 28 64 74 80 55 13 41 76 54 15 19 70 53 67 75 60 73
5678090950562140005e6891,8 59 51 7 3 71 66 40 5 1 6 4 55 61 23 50 37 34 83 29 72 85 33 69 13 35 57 39 36 70 28 38 45 32 15 24 64 65 25 60 79 14 62 53 54 77 16 27 41 67
617f4988b23194000782c4d5,34 38 39 3 7 33 23 5 6 59 25 71 40 51 32 4 77 66 8 36 1 50 61 19 37 72 69 29 83 67 85 53 57 55 73 54 35 74 64 13 78 58 60 52 15 27 28 65 70 89
617f4872b23194000782c421,4 5 27 24 8 3 13 59 40 1 55 51 36 71 15 23 6 28 7 69 85 9 25 29 61 79 33 73 70 37 50 14 89 45 66 46 64 19 72 83 53 60 57 77 16 20 35 34 21 49
617f4ca4b23194000782ccae,34 39 38 3 7 33 59 71 6 23 5 40 32 51 25 66 8 4 77 1 36 50 61 37 69 72 83 29 57 19 58 85 52 55 74 54 67 53 35 64 73 13 60 78 15 41 28 80 76 70
617f4bf108fc0300066bcc1e,19 40 73 13 53 5 3 59 15 51 7 4 25 71 72 1 50 8 66 37 89 6 61 23 69 55 33 64 36 28 29 57 83 77 85 34 60 70 56 35 32 39 65 79 27 46 38 24 76 49
5c8660871a21560020ec7086,59 51 71 55 29 15 85 1 8 37 83 7 62 35 40 69 50 72 13 66 61 4 57 3 64 5 36 16 65 19 70 24 73 6 14 79 28 60 56 49 53 23 33 84 34 27 25 21 45 47
573c92c5fad4ef0a006babb5,4 5 3 7 59 51 71 40 6 13 23 25 27 1 66 8 36 50 72 34 61 77 39 55 37 38 29 24 85 15 9 83 28 35 79 78 19 60 69 57 33 65 67 53 73 20 70 89 62 32
617f519608fc0300066bd9d0,5 4 3 36 59 25 6 7 40 71 23 51 27 13 77 1 8 89 61 15 24 55 34 85 72 50 9 66 33 20 29 69 19 37 39 73 60 53 79 38 28 64 74 83 70 78 67 62 46 32
615a9dceabe3050007f8199b,59 51 8 71 35 7 37 83 57 69 15 1 64 29 55 85 40 70 3 13 66 61 72 50 6 5 28 4 33 36 79 16 76 23 14 62 24 32 65 53 60 84 73 63 75 34 81 19 45 39
5f16eb67cad0d03720ec1981,5 3 4 6 23 25 7 36 59 40 77 71 51 34 8 1 38 39 27 13 33 69 66 61 15 50 24 55 72 73 85 19 53 37 60 29 78 20 79 64 83 89 32 67 28 9 70 22 35 74
60ff49d4821982000654ab15,19 40 73 13 53 5 3 59 51 71 72 7 15 50 4 25 66 1 8 61 6 89 23 37 55 69 33 29 36 83 57 64 77 85 60 34 28 27 65 70 56 39 79 32 9 46 35 38 24 78
6159a340a2c84f0006db6307,5 4 3 25 36 40 59 7 6 77 71 51 19 33 23 53 1 8 89 73 13 34 37 72 28 50 15 61 39 85 66 60 69 27 35 55 32 64 74 29 49 57 30 79 38 21 20 70 62 24
5743436cfad4ef0a006bea28,3 5 7 59 51 71 4 6 40 34 23 66 39 38 36 1 50 72 25 61 37 8 33 55 29 77 83 85 13 35 57 69 65 78 32 27 60 64 67 15 19 24 79 28 54 53 62 70 73 45
5f15cc0092111749b05c8d87,5 4 3 13 40 6 51 23 7 8 59 27 71 25 19 1 55 9 73 72 50 61 36 69 66 15 53 70 24 77 89 79 29 34 28 85 39 45 37 33 60 64 46 20 38 83 67 35 22 78
5f1a3fbf60d94a09934ed008,3 40 5 4 7 34 6 23 39 59 38 71 13 51 1 55 8 15 25 33 27 69 61 50 36 77 66 73 70 72 29 32 9 85 19 64 24 28 37 79 45 89 83 60 53 46 67 14 16 78
5df8601960f8440021cb4f01,4 40 5 59 69 15 8 51 13 73 71 70 3 1 85 7 55 64 28 37 19 6 83 27 24 72 36 21 61 23 50 35 29 79 49 53 66 57 60 25 14 76 45 46 9 89 33 16 20 62
6035c9d395a296627eb84073,13 40 5 4 3 19 51 59 27 71 73 7 8 15 1 72 55 6 50 66 9 23 25 61 53 29 24 36 85 89 37 79 28 69 70 46 77 60 16 83 34 35 56 65 39 14 45 57 64 33
617f612ef4c68c00064083f6,3 5 4 51 23 7 40 6 66 59 71 50 72 27 8 61 1 55 34 25 36 13 38 29 39 65 37 24 83 85 77 9 69 78 45 19 79 33 53 70 60 35 15 28 67 57 73 64 14 32
617f5e6948279000067f7846,8 5 4 21 3 59 69 55 51 71 36 70 1 7 40 33 6 25 30 85 49 28 45 23 60 61 35 13 72 29 66 64 37 34 15 32 57 77 79 50 53 83 24 14 19 26 73 76 74 89
61406b89ce23f10007a2b421,4 51 59 8 71 5 40 7 3 55 1 85 50 66 13 37 72 29 69 61 24 23 15 36 83 6 70 28 19 73 65 35 27 53 79 64 57 60 62 9 25 45 14 56 49 16 33 77 21 78
617c1a69304bcd0006d96845,5 4 3 8 36 25 6 7 59 71 23 40 51 77 1 34 69 33 38 55 85 61 39 66 70 72 37 28 50 13 53 60 24 20 32 29 64 35 19 83 78 15 45 79 21 67 27 73 89 74
5a55c5df5863ae001eccb86f,3 34 38 39 7 23 5 6 40 59 71 51 25 33 66 4 8 77 36 50 32 61 72 1 37 29 19 69 55 78 83 67 85 65 53 13 73 57 35 60 54 64 70 15 74 27 45 41 28 24
5d5ec526e90dec0021058eed,5 4 13 40 3 51 59 71 7 1 8 55 69 6 61 50 23 73 72 66 15 19 70 36 85 64 27 37 29 25 83 24 79 53 9 28 35 33 57 77 60 34 39 89 46 45 65 76 14 20
617f630348279000067f7c8b,40 19 5 3 4 50 73 72 51 66 53 59 71 13 7 25 23 1 61 36 6 8 55 37 15 65 29 85 69 83 27 77 33 56 24 89 64 78 57 60 70 21 34 79 9 30 35 39 28 49
617f64edb23194000782ec64,13 40 19 50 72 66 4 51 5 3 73 61 59 8 71 53 7 1 55 9 15 27 23 6 29 65 37 36 69 85 25 24 79 83 89 70 28 46 64 56 57 33 16 35 60 34 14 39 45 78
5c851cc39d98460020c367cc,40 19 50 72 66 51 73 3 13 59 5 61 71 4 53 7 55 1 8 23 65 6 37 15 29 69 85 36 83 64 25 57 70 9 79 33 56 27 24 35 46 60 34 39 28 78 16 90 77 89
5fc391b8236603f24685cd32,5 4 3 51 40 7 59 71 6 23 8 36 66 50 1 72 61 55 25 13 69 27 29 85 37 34 77 24 70 65 83 19 39 33 53 38 64 9 78 79 28 45 73 15 60 20 35 67 57 32
617f6d4de4d4a400072f5093,13 4 27 8 5 59 40 1 15 51 89 9 71 55 28 3 24 7 61 79 29 72 46 69 19 14 6 50 66 85 23 37 73 36 16 33 70 57 53 25 45 64 35 21 83 60 49 32 39 34
617f6eeb80117b000799e036,8 4 28 69 59 70 51 71 5 45 1 3 13 55 40 64 85 7 24 15 37 35 61 36 29 6 33 23 66 57 83 72 50 27 79 14 21 60 47 32 76 16 9 53 73 89 63 49 62 34
617f60a3f4c68c00064083cf,5 4 36 3 25 59 6 71 7 40 23 77 51 1 8 13 27 89 15 33 34 85 61 20 55 69 24 39 50 72 66 37 19 38 73 64 60 29 53 74 79 28 9 67 62 70 32 78 83 21
5cd3f9e94a8a090020f21209,59 3 51 7 71 66 5 40 6 37 83 8 50 23 72 1 35 61 4 29 57 34 36 39 65 69 85 38 55 15 25 77 33 19 78 64 53 70 13 60 73 32 62 54 28 24 67 79 14 45
617f73bb80117b000799e8f2,3 5 40 4 51 7 59 50 13 71 66 72 6 23 61 55 8 1 36 69 29 37 19 85 27 25 65 83 73 70 15 9 53 64 24 79 34 39 35 77 57 33 60 78 38 28 45 56 16 67
616545600aa40700061b0f40,40 13 4 5 73 19 3 51 59 15 50 69 72 1 8 55 71 53 7 23 61 64 66 6 70 27 36 25 85 89 37 29 79 9 46 24 33 28 83 57 77 60 35 56 76 14 16 20 65 45
617f7301b23194000782ff78,15 40 59 73 71 19 1 51 55 8 4 85 13 29 37 5 3 72 7 53 50 83 69 66 62 24 61 36 28 16 35 56 70 65 6 14 23 79 57 49 60 46 64 25 27 33 21 9 89 30
617f7505f4c68c0006409c31,5 4 36 3 25 59 6 40 23 7 71 51 77 1 8 13 15 27 55 61 85 69 24 73 33 34 20 50 66 72 89 19 37 64 29 53 39 38 79 60 9 28 70 62 83 67 78 74 32 46
617f730bb4ed3c000784a15a,3 34 5 38 39 7 23 6 25 4 59 40 71 33 51 77 36 66 32 8 1 50 61 72 29 67 37 69 19 85 27 78 55 13 53 73 83 74 60 57 24 35 64 54 15 28 89 22 65 70
5ab0a5bba356e3001e485c48,64 76 57 69 33 75 59 51 37 71 8 83 40 63 35 7 1 85 32 66 61 50 55 70 15 29 3 52 72 13 19 36 6 73 81 4 5 68 28 58 34 53 23 80 79 54 60 39 21 24
5b98be1aca498a001e904f08,3 5 40 7 23 6 25 59 4 19 51 71 73 66 77 36 72 50 53 8 34 61 1 38 33 39 37 69 55 13 83 29 15 85 78 64 70 65 60 27 35 24 79 57 32 67 28 89 22 45
6108b0d2ce9a530007c2d934,73 40 19 15 5 3 59 4 13 28 8 53 51 71 7 1 25 37 89 69 33 55 72 50 6 64 66 23 85 61 36 57 70 35 29 83 32 24 27 60 34 79 56 45 46 77 76 49 14 39
574fea46206cd60900c52c8c,3 7 34 59 39 38 51 71 6 23 5 40 66 25 72 37 33 83 8 50 1 4 77 36 61 29 32 57 35 65 85 55 69 19 78 54 15 53 67 64 60 73 13 62 70 27 28 52 41 79
617f7cc169a5ab0006aaf1ec,19 73 40 3 5 53 59 51 15 13 7 4 71 72 1 50 66 25 8 6 37 23 61 69 55 36 33 89 83 64 29 85 57 28 65 70 56 35 77 60 34 32 79 27 39 24 21 46 49 9
617f7e4669a5ab0006aaf4a5,8 4 13 59 1 55 15 51 69 70 71 40 5 24 29 85 3 28 7 14 45 16 27 36 61 79 37 50 72 64 6 66 9 23 83 35 60 33 21 57 89 46 47 49 19 53 73 84 65 62
574406aafad4ef0a006bf3a6,59 51 71 7 66 8 3 37 83 40 57 50 35 72 1 61 55 29 5 85 4 6 69 23 36 65 15 13 64 34 33 70 39 38 62 19 53 28 78 60 24 32 73 79 25 56 54 77 14 45
5f6b5eb149fac469ff3c1c03,8 69 70 59 64 51 71 55 1 7 37 83 33 85 35 40 57 29 15 76 61 4 13 28 66 36 72 50 5 75 3 45 6 23 63 32 34 79 16 24 60 14 21 49 53 73 47 65 52 84
617f80bcb4ed3c000784b4e3,13 40 15 8 4 55 59 1 19 5 51 73 28 71 3 53 72 69 70 89 61 50 66 9 79 27 7 85 24 29 16 49 14 46 37 36 45 6 64 23 83 21 35 60 33 57 30 25 47 56
617f4f7208fc0300066bd500,69 64 8 59 70 71 13 51 55 1 15 76 85 37 40 29 83 7 72 35 33 61 57 75 50 66 63 4 79 3 6 28 5 36 23 16 53 32 73 45 19 24 14 60 84 49 65 34 27 39
617f859cb23194000783261f,40 3 5 51 59 8 19 4 73 7 50 71 72 66 69 23 6 55 1 61 13 70 15 53 37 85 64 36 29 83 65 25 24 33 79 35 28 57 56 34 27 9 77 60 45 39 78 16 46 14
617f8351b2319400078321cb,59 8 51 71 37 85 7 83 35 29 1 66 57 40 55 15 3 50 69 4 72 61 70 62 5 28 36 13 64 23 6 65 33 24 45 60 14 19 79 53 34 73 56 16 38 32 81 39 54 84
5937c19522a4f20700df43ff,6 3 25 59 7 5 39 34 23 71 38 40 77 51 33 15 8 1 19 32 69 4 37 13 83 53 35 72 50 66 36 55 85 29 73 61 60 64 70 57 27 79 78 67 89 76 28 74 54 24
5a9ea9ff5d786f001e62a1d0,59 57 37 69 51 64 71 83 33 8 76 35 7 75 40 1 85 29 61 63 66 15 50 55 70 72 32 52 3 13 81 6 36 19 73 28 4 5 58 34 23 53 54 79 68 60 65 80 39 24
617f87aab2319400078329a5,5 4 3 8 40 51 27 59 71 1 6 13 36 7 28 55 45 23 24 25 69 66 70 61 9 15 50 72 85 37 29 89 79 14 35 33 53 34 77 60 73 83 64 57 19 20 16 32 62 39
617f8971b4ed3c000784c0d8,13 40 5 3 4 8 73 19 51 6 7 59 71 15 1 23 50 66 55 27 53 72 25 61 9 69 89 70 24 36 29 79 34 28 85 46 39 77 33 37 64 60 83 38 45 16 14 35 57 20
604f8cc97784550e59d9283f,51 59 66 72 50 71 55 61 7 40 1 37 69 8 29 83 65 3 85 70 13 64 4 15 36 5 6 23 35 53 19 57 79 56 73 16 9 62 27 14 24 60 28 78 33 45 34 39 76 49
615970dddf426a0007d1063a,3 40 51 7 59 66 71 5 72 50 6 23 19 61 34 4 1 39 8 38 37 55 13 33 29 36 73 83 25 65 53 85 69 57 77 32 64 78 15 70 35 60 79 27 24 28 67 54 56 41
6175fe07839b1100065b9348,8 69 59 70 64 51 71 55 1 7 37 83 33 85 35 57 40 29 15 4 76 61 13 28 66 36 72 5 50 3 45 75 6 23 32 63 34 79 60 24 16 14 21 49 53 47 73 65 52 84
5e299ba5e3832b002471bbfa,3 34 39 38 7 23 5 6 59 51 40 71 4 66 25 33 36 8 50 61 77 1 72 32 37 29 83 55 78 67 69 85 65 57 27 35 19 13 54 60 53 64 15 73 79 28 74 24 70 45
58c2d727e207b607008f5735,15 4 55 40 59 1 51 13 8 71 19 5 73 85 3 50 29 24 72 36 7 27 53 69 61 66 37 16 6 23 70 9 79 46 83 14 56 28 25 49 62 89 65 60 21 64 45 35 57 30
610ff7264293f0000654bf1a,59 51 3 5 71 8 7 4 40 69 6 66 1 55 61 50 23 37 72 36 64 70 33 85 83 29 34 57 13 25 35 32 39 38 24 28 19 60 76 79 65 15 77 75 73 53 45 63 78 41
581c368ccca88007007055fe,59 7 71 51 3 66 5 40 6 37 72 34 50 23 1 39 83 8 61 38 29 25 57 4 55 35 36 19 65 85 77 69 33 78 53 15 13 60 32 64 73 62 54 70 67 28 79 24 56 21
617f9162e656cd000680e3c4,19 73 40 13 53 15 59 5 3 71 51 25 7 1 72 50 66 4 8 37 55 6 61 23 29 89 69 33 36 83 57 85 60 64 56 77 65 35 79 28 34 70 39 32 46 27 24 16 30 62
617f93a8f4c68c000640bee1,5 3 25 4 7 6 23 36 59 77 71 40 34 38 39 51 33 1 8 66 50 72 19 27 61 32 13 78 53 37 60 69 85 29 74 55 67 73 24 15 89 83 64 79 20 35 22 57 70 28
59ce6fa486e624001ee638ad,4 5 36 3 25 59 7 71 6 23 77 40 51 1 89 8 13 27 34 33 15 74 39 20 85 61 38 69 55 24 60 72 66 37 50 19 64 29 21 32 73 53 28 9 67 79 83 70 78 62
60c85e894d1b1e6391ea28b0,66 59 51 72 71 50 40 61 3 7 65 8 5 37 83 55 13 4 36 29 1 57 23 6 19 69 53 85 34 33 35 64 39 73 38 70 78 32 15 25 54 24 56 28 62 79 60 77 67 45
6076d3cc761d8a395c4cf326,59 33 34 32 71 51 7 3 57 39 8 38 52 40 58 6 66 1 83 37 61 5 23 69 72 35 50 29 80 76 64 36 85 41 4 28 55 13 75 54 25 15 74 70 53 77 63 19 44 79
60fd22022199be000687c0a8,40 66 72 50 19 51 3 13 59 73 61 71 53 7 8 65 5 1 55 37 23 4 6 83 69 29 36 15 57 64 85 33 25 70 56 35 79 34 78 24 39 9 27 60 32 38 28 75 90 45
617f951d80117b00079a127c,3 5 4 23 6 7 40 59 34 8 51 38 71 39 27 1 25 13 55 24 66 33 50 61 77 36 9 15 72 29 69 79 32 37 28 45 19 85 73 70 83 53 60 78 14 67 46 35 64 65
614aa53adeb4b100078425f4,8 59 51 71 35 69 37 83 7 57 70 64 1 29 85 40 55 15 33 66 61 72 3 50 28 13 36 6 4 5 76 23 79 32 75 81 45 60 14 65 16 34 24 63 62 52 19 53 84 58
5d0831b78834eb002272a45d,40 3 5 51 66 72 50 59 71 4 7 19 61 55 23 1 6 69 8 73 13 37 53 36 65 29 64 85 83 70 25 15 33 57 79 35 39 34 27 56 24 9 77 60 78 38 28 45 62 32
610213d8a7c5e70007c747fa,3 51 59 7 66 71 34 5 61 40 50 4 23 39 72 6 8 38 1 33 36 55 37 29 83 32 85 13 57 25 65 69 35 64 78 24 77 70 79 15 28 19 60 53 41 67 54 45 52 27
5aa0bc715d786f001e62f2a0,5 4 3 40 36 73 59 6 7 25 23 51 71 19 13 27 1 77 72 61 50 15 8 66 53 55 24 69 89 33 85 29 37 34 9 64 20 28 79 39 70 38 60 46 83 67 78 22 65 62
5e9860fb75a1502904d01036,13 4 40 5 8 59 15 19 73 51 1 3 71 55 7 27 89 72 50 53 61 66 69 28 9 6 24 36 85 29 23 70 25 79 46 37 57 14 60 64 33 83 35 16 56 77 65 45 21 34
617f97d521d2640006b7ee5f,8 4 21 40 69 59 5 13 71 15 73 1 55 70 51 3 19 36 85 7 49 28 37 33 72 64 50 29 61 30 24 53 23 83 79 6 35 66 45 60 25 57 14 89 26 32 27 76 16 62
617f98b2b231940007833d3a,8 5 59 3 4 71 21 13 51 40 1 49 7 55 36 70 69 28 33 6 30 85 25 61 23 15 79 60 32 72 66 37 45 50 29 64 53 24 83 19 77 34 73 27 26 35 89 57 62 39
617f9a22e656cd000680ed28,8 3 5 4 40 51 13 69 59 70 71 7 55 6 61 1 23 66 72 50 45 33 36 28 64 29 85 37 79 83 24 34 25 15 35 27 9 60 19 32 53 57 73 39 38 77 21 76 14 65
617f9d57dbab830006fc53d7,5 4 8 3 59 55 69 51 6 71 70 40 36 7 1 23 25 24 28 64 85 33 61 29 45 66 37 50 72 13 60 77 35 83 15 79 34 53 57 32 73 27 14 20 19 49 21 76 62 9
5de6214cadb04100214d9c75,5 4 36 3 25 59 71 6 77 40 1 7 51 23 8 89 13 27 33 21 15 55 85 74 34 20 61 60 24 69 19 72 32 66 79 39 37 73 28 64 30 49 50 29 53 70 62 38 67 9
5c39a38bf699690021a1019c,3 7 5 51 59 71 40 6 23 66 4 34 39 38 50 72 61 25 36 1 37 8 33 77 55 29 83 65 13 78 85 19 32 69 27 67 57 60 35 53 24 79 73 64 15 54 70 9 28 62
617f9da8e656cd000680f0ee,59 8 51 71 7 83 35 37 57 66 1 3 40 29 85 6 61 50 33 69 72 55 15 23 34 70 5 64 39 38 36 4 32 28 65 13 53 54 60 45 19 24 16 62 14 79 52 73 81 25
612f9482f725b5000708e84b,51 59 66 72 71 50 40 61 7 55 69 37 8 83 3 65 29 1 64 85 13 4 5 70 36 35 57 23 6 53 19 15 73 79 33 56 78 28 24 76 34 60 16 45 62 9 14 63 27 39
61531cac9ee4ee0006624b61,40 3 7 51 59 5 19 71 72 50 66 23 6 73 61 4 37 69 1 25 34 8 55 39 83 53 36 64 13 29 38 33 85 65 77 70 15 57 78 35 60 79 32 56 76 27 54 28 67 62
5f77041b49fac4687849af18,5 3 4 34 7 25 38 23 39 6 71 59 36 40 8 33 77 51 1 32 66 69 61 72 50 74 13 55 29 85 78 37 67 28 27 19 53 70 60 24 83 35 64 57 45 89 15 20 73 79
617fa21eb2319400078347e6,4 13 8 40 27 69 59 5 51 1 55 70 71 15 3 24 9 64 7 61 28 37 85 6 23 79 72 50 29 73 19 36 45 66 83 14 46 57 53 33 35 89 16 60 21 49 76 47 25 56
617a8b527bb91d0007a6ff51,3 5 4 6 23 7 40 59 51 71 25 8 66 36 1 50 61 72 34 27 38 77 13 55 39 24 37 83 69 29 33 85 78 15 19 9 79 65 70 60 73 53 28 35 64 32 67 45 57 20
5e869c4b9e9db000240925a5,8 69 70 64 13 59 71 51 1 55 15 40 37 85 76 83 28 35 61 7 33 4 57 29 75 50 72 66 63 79 3 5 36 24 32 73 23 45 6 14 16 19 21 60 53 49 81 47 84 52
613574a4d899960006428d4f,13 40 19 73 15 5 4 59 53 3 51 1 71 8 72 89 50 55 7 66 69 25 27 61 29 23 37 64 36 6 70 9 46 28 85 79 33 24 49 60 83 57 77 56 35 16 14 34 32 21
