id,answer
162146ba9705943f9dbe2acc38df9a10,印度與馬達加斯加、澳洲和南極洲，只有澳洲沒有和南極洲完全分裂。中生代的氣候
d2b814fc7e42ff4a009d0bef2e45121e,神論的人文主義
d2760b53cfec7122f970d0da8892bdac,18歲
26b334f765f5cb024ca1f03f005626d5,1970年
05e399abc3e32f01bd2252365f9dcc96,2005年
cd8c0590f03f7d7c9e3cdcd8b8151167,宋初洪皓《松漠記聞》
e0ea97598f9581af2545849e50be240a,民服務」
6747fa16af9ecec16411f331f1ffacc2,4次
bf978949444b59d48d1726cc0ee2c095,俄河匯入處河寬達2.4公里。開羅以下為下游，長約1567公里
91743312a7d0e6afa14d864c32225cd4,塞北一詞在地理區
f3a151a19bd7ff605e0a78540a865b10,1979年
f8dc5b8e2ce2aad1c21615e6cb44669e,比賽問題。儘管如此，比賽仍然如期
16224a4ba97c1131cd95fe492c3651d8,聖的志願，不能不犧牲父女之愛。」當時德肋撒年僅二十歲
9b68f065c607b688fba428a02c4313c2,2014年
6daced661e57826af007d511eb0a26a3,宋朝的會社企業、集會集市以及行業協會組織頗為發達。例如，吳自牧《夢粱錄》
44862cd9d221786088b015adfb122df2,第三極。氣候
4230c5ff12e4efaa24d309e8750ff077,1949年
35f95deac7a7ed5326c47bc498222e95,晉朝時期
992806485ca338f51115364ffcd1c894,2017年
c1cb6699c12fa97d98d4b50acfe24078,嘉定縣、普陀區。面積360.18平方公里。人口39.84萬人。上海縣先後兩建兩撤。元至元二十七年
3ae2000d7df822d5948453092763fc79,2002年
ba9cbdf1823c859bb1c7bb29ecb072d0,1934年
d248410b98dd74dd60eab5a65d47ab57,《1982年憲法》
fa47adfdcf01d2cfed5b5652b8ce72e5,美聲浪，中國官方除管制相關書籍外，也管制哪一題材的相關著作?[SEP]復
4dc403fead6031f91139aaa8f7f34536,第三名
7dd853027b5e38e65cd11d48020bd18d,常務委員會
4118829deb963df6a256958a92956116,蘇聯的社會主義
0a8c59b26a6bca0f4135458db0147543,雄混戰時期
4a047f7b90ba895a48492ecbd041e1f7,1960年
5ed4e9758e5709a5e38bd7a2c3812801,七月鑿成，至元三十年
42829f4621afad8a037b51ce8987a75e,1980年
ba5b79e82cb28dc791cf18f196f29a16,保護的發展
a106be069e3193e4538d7ac2ea272ff0,參照政府部門行政級別。近年
d0304d10ad5d9d4d7080585598eee3d2,早產的風
287c7bd8e7f32775c8931abc10e7013d,2009年
91218a6bde635063f01ebebd99902dea,一具
1b496b891441a55a8a2a3983c33c9595,2號線一期
972bbfdbab5b69f965e4876df564ba63,「家庭主婦與妓女無異」
d138f7fe54ac70cb275383e0d4d5a501,2011年
ebb8635f8a9786f0b4ae5823a20f82d1,陳洪綬和崔子
b20ea5d771b62f8c418e103523739b64,歐登堡
521fe2c187ad31e0e15159221fc11b86,抗日戰爭
58a49dab36bc5589133fa8d7326d4a5e,伊圖魯普島、庫納希爾島、希科坦島、哈博邁群島的主權歸屬持有爭
67c06184200c0d94546ca2536327c6e5,李郭聯軍。朝
cd5f4d3cb8a7fcebcd618688f8a5c97f,在內
08f760d109d955162a21932c2490a116,1989年
ba1b1fb9bd89a76f7302b57320cc3f97,鄧小平一直沒有公開表態，但早在1984年
345ffbb13230aff3fb3e774e65017191,1759年
36969632ec47dda467e8db260f256609,水利部海河
9eaa5003af53a026c5b8d062ff2688a8,保留了傳統北方人
c246fccb3b3f5b11c4321c6c4668703c,18世紀初，與英國僅一海之隔的法國也開始發展資本主義，建立起殖民帝國，擁有加拿大、部份印度、密西西比河谷和非洲大片面積的領土，因而與英國頻頻衝突，便是後來的七年
30f43f2ad3dcf93ba8371529ee6d7312,香港、日本
c42fe73536c6371c371bb7e14f1c904a,19世紀，盧森堡開始成為獨立自主的國家。可是，雖然盧森堡聲明中立原則，但在20世紀
b50ea1bea852b8f38083e70d8a491cde,1982年憲法》
5d16fbc913f85477ff18dcd79e2ddac4,巴塞爾的化學
d7701c09aa0ef22581075f3d548d8624,《布列斯特-立陶夫斯克條約》
e1c8972a04d5749cd18fe1660cc43325,2000年
3cfe538f49e5e91815a2180d4bf5c54b,蘇也無法
6ac374a90735ed4040e322ebae43b1d9,一具
1e8a6d8fa01f17a9be3b8e8b492cca46,俄亥俄河
faf0f5f258c2cc5f1671cb63c9342b54,1801年提出的。1929年
520ab8c4d610aeed157bf27ccf5825c2,1648年
c5cf7aefce07e167b5e3370c0e4dc8c4,布。
f4ec823d5c39b1e51eecfaa1471f291f,80種，無脊椎動物有300種，但種類與數量都因污染與濫
00be08393b8e78f8226e45d0fb376dac,巴布亞紐幾內亞加入；1994年
6ad2fa80497df702cd40d15132e02258,3.4%
9f74d35c7466c739292e55a79f2d8a76,2006年
41a85e7a471076380967875696631fe5,阿富汗
513d28e38aaa337459324437af79fc9b,1982年憲法》
07459cf6f9169bed99d8a47156ad33f9,1993年
a05a4c4c330ffc8876f15414c0627e5f,2012年
4a5c787f7849ec8c6efe7c0ca1a361e9,中山旅遊業
62ff3e476827711513256b502471080e,印表機，音箱，顯示器或盲文壓花。計算機資料存儲，通常稱為存儲或內存，是指計算機部件
5cbd2fdc0eca9dc240fc8ecd438786db,2013年
f1280aac8a952da7ca14c729c7001dbd,伊拉克的雅茲
36b35dddc15dda8f8812f1f279f313f7,2007年
c7cb7d4286baed3b080a25c27610d027,青森
2e3e47f0cd7e3a48bde90d324c79ca21,唯一合法政府
07ca2c3e2776a07c2d17a986e06e7e6b,有力的繪畫風
d79b799b4ff863fd1bd2eb85bc70daf3,1951年
85a9f3f0ce7c11e80e02b5b5d73253a0,入。
702ec82f667894ed8d376095519caddf,1974年
90b7ee5346d439902ace2332bfaf64da,中，大平壓倒性擊敗福田，福
9c51640b189f65ae18e964d9937a9e11,1801年提出的。1929年
7641e057b254d013575d93061498819b,2011年
2c4cb793bd7273711658c7a84d7c5cec,曹操時期
a6507d225ffd6745b38ecb55c7e7d27f,第三次十字軍東征，腓特烈一世在途中墜水而死，其部隊退出戰爭
3b352acf910f76e11523c10243a64ddf,「京滬線」的線路名稱並開始統一編排里
808eae5f9ad38273b0daa03394cde61c,天。
cb8a0de64b797e963e11e97c33cce09d,《遠涉帖》
3e634092937670929f9760e798758ec2,玄學
61b8f799482e282fe5544c04312584ea,楊姓等起立義
bf0c255478c2acaffae48eb1d1903d2f,新聞部等部長由反對黨
4cd7b95c93466ef76990c6dade3e4e3f,英國廣播公司
6c3bee06c22da81597867b6a1f3a4840,巴赫。[SEP]
5b41775ab9b3da5ddacb5e6be67358e4,184年
866febb63283eb7bd62f778bfe1b2610,紐約市
a0dcc97e9c092cebee98ff03e073e059,16週年
d2c58bf47edcee79fffce75f52d17498,2015年
f98f8349ebb761ea862f5482f72c623f,《老子》
d00c21b5fb07886183d5544859ced71d,2010年
56411677610d21c3ca1d6c51f3a2714a,廣播電視集團
767fb5192c0cdad82418f54e066be301,萊洛克也以2.5次抄截名列聯盟第四，並且再次入選了最佳防守陣容第一隊。在3月22日，他得到了職業生涯第1000個抄截，這是nba歷史上第四快的成績。斯特西·奧格蒙轉到了小前鋒的位置上，和格蘭特·朗以及安德魯·朗組成了前場。老鷹在進攻上受到了很大的困擾，他們平均每場只能得到聯盟第四差的96.6分。在得到100分或以上的比賽里，他們的戰績是26-4。但是球隊在防守端卻相當出色，把對手的得分限制到95.3分，列聯盟第三。最終球隊以42-40的戰績結束了例行賽，並且在季後賽第一輪被溜馬橫掃出局。1994-95賽季老鷹最大的亮點是總教練威肯斯，那在他的第22個賽季，在1995年
7965dc2c839bb8348289e15d264644d1,1997年11月至1998年
4493dba8b592fa615f08d0639bde12ef,電子微型期
b1977499e29c6cee4e834859b044e4cf,1970年
1c4c3bc87eb6220a4aeacda97d42818d,強調旗下事業
36ffb5275128f470192c84f781dd8efd,2013年
161a2dbfecaf0c8972e74492e30d25d9,印度
a5a2bb972428eba1b52ad1dd0d52030c,「在港
20416f59083ae96614947af70024ddcd,劉備與龐統一同進入益州
352ee970f889c40ebfa65d3e45ca11f4,「要求進行民主選[UNK]」
714e059c2a0adebf3661dd821a8fdd76,第一次世界大戰
1dbe0a0e205fee7062c9eb08b56a4ff3,九華山現存寺
cf5ae6311659fe621ae00b241c8c537a,2014年
6451b08136e296a35a581c2f756418d3,資料
a5bf25424fba1fdf83b85fe4be5e37dc,《聖德之路》
81457cb9fd4fbf6098d15b585849586b,1947年
c8d4b9d40966d879d3f5156016ecb201,2009年
54508933cb7eeaba6d46dcc28983e096,休安排等等諸方面。而且原來的行政級別劃分並不限於政府職能部門，其他所有國有企業機構和部門都有同樣的級別劃分，包括軍警、國有公司
6f99579cb5d73e69e7bf4928cc0fa604,毛澤東收閱報告後批示：努力奮鬥，十年
b0f3fa7e32fb53507a5213fac5125b3a,1980年
4bebc5ee51f0d8e107ece7e12d365b6f,1987年
fa224766f4942d6c40e0c41c3201170f,西區
fa6f58fe6755ec816fd49d52ca8ac2e6,2003年
6193b1a91fe147cbf55b32d5ec5139c5,徐州
fe765576eae6a258795423f100a05236,臺灣買東西，都比在中國大陸便宜，於是中國大陸的軍政機關一味地利用不值錢的法幣
3d1ebfb05f6588be1587d51392e0c492,2008年
31c266b80c850a138a7669e4fc4b058a,陳水扁政府時期
9c889d788e8b9bdc78f3447573781baa,哥石油或教
b9a1db81ea766329f69f7b165d19992a,普遍。[SEP]
2258da4122be27124bf77cf8c2e48069,1934年
98366d2d69d3e02c9e4e38bdeed1ab22,2011年年
cd2e153522b8ee00f38547693a367946,1949年
143b87ee29a016e98f86814af1b045c2,1973年
69cec1a49af750941f43c8988a6c1305,美國洛杉磯學
ec2c0a7c24ad65cbf1f581efca31cb54,中原，這些都體
9d192637159761451e48a35f88dc0d76,敗告
d6caa170877795be542bc406c88fb907,開始準備篡位稱帝
1c2a632ae6d50e01e50976dc4d8ec7e6,2001年
cfe28c26e849df922e2931f1002145e7,臺灣等地的事物
e16906ec74129634f0fffc3923d33bdd,伍，正式豎起了「天下義
fae4ca4d5c2d67037a3834b71226ceeb,120公里
6b7890a696fa2daf0bc026ba366d710f,救災任務
2f8cf8e77c1e4a7204a742e6a617d965,東南方向洛水
c056a173477d144a186825fd81d1cd11,2012年
dedd3926948fad149a1a272638bc7058,比賽問題。儘管如此，比賽仍然如期
dc38644e0de1275ac66ee4b1e2a0ed70,1929年
956107d698a7143075a0d654e908d012,入。
516a18e3e4ae7764b7401aa55bfec0b0,第一次世
070375bff3e970c22390a505494389b1,12年
a68fa64eda70b3084300a1ebfd4b9ef1,中華民國
22723c4ed32288e3f7d17acf60be1112,抗戰
7e01eb8c7ce8cddfd1c8f35daf51ff0b,台灣，立法院
dad84f95a2d7a705eaffcc62aba603d8,1999年
02a9c0b4c998de4ada88f1247fa1e530,2005年
6ddec482c903fcdf11c176d9e1bfc96c,蔣介石自中國大陸調派軍隊增援。增援軍隊於1947年
544c5fa16d959c1d339965b022c41d2c,新聞部等部長由反對黨
23b8a1f4a68f2b54f347c27f22cc112f,2009年10月的全球平均雲量。nasa的衛星圖像；更高清晰度圖片可由此獲得。雲在天氣和氣候
2e7f25ca3e5dd813ff679895fc222f00,唯一合法政府
3fe98ea987fe896467f1f43c51353a94,1950年
b464cabfa8bb33a51a2ebddddbfbb05e,白俄羅斯和俄羅斯西部境內的「史前斯拉夫部落」，建立了留里克王朝並奠定了基輔羅斯的基礎。烏克蘭民族的祖先，如東博洛尼安人曾在基輔羅斯的發展和文明化進程中的重要作用。智者雅羅斯拉夫去世後，羅斯國的諸侯之間開始自相殘殺，戰爭導致了國家實際政治分裂成若干公國。諸侯之間的爭吵使得基輔羅斯就容易受到外來攻擊，蒙古人在1236年
72e628c8028edd410cca716d4898afb8,和利益
0820125d67cbe114e9fd104094330c7b,2008年
0a9a7732402a9ff11fd5ac88b4a377c2,電視節目收視慣性
b2994907dbfe3e63967fc837e999e761,吳在一些轄區
2c5ff1504e8daba4b36f42c3c94f60b5,阿卜杜-拉赫曼，逃到西班牙建立了後倭馬亞王朝。查理·馬特的兒子丕平和孫子查理曼，在庇里
838a0b17528f57956967923a4e9c4df0,2017年
ee083f561e535832d18e3f0e98224ec2,20年
4f8357bb126165070ee4436553651899,《巴黎和約》
7561101d64ece7eff60a2f3f5b9591d2,自然條件
64a9236e9c2eeddc74c412b544cdeff3,毛澤東主導外，還包括其他中國共產黨
f0d25276e28c3f82710343bfee476782,英吉利海峽
b4405f9463b04c80bcaa2f66cac045b5,讓、互不爭
c19ec4cc31fec156fdded6c0ecd932e3,麥金塔電腦，是個人電腦系列產品，由蘋果公司設計、開發和銷售，最初目標定位於家庭、教育和創意專業市場。隨著macintosh的出現，該電腦已經發生了巨大的改變。首款的mac於1984年
26a9eddd77f3a03ee85c3743e894a7cb,南移形成的不良影響
5c5eb80f85cee20963ccdb7ac75b56ac,嘉之禍。洛陽傾覆以後，中原的世族
99eff919f80cb48c0b74fbf350afd265,朱家驊院
b4d3530eeaebf0e69cddc778d5582c85,2015年
8415d22e361bfc911e8467a4c1950a33,橫比是1.0，或者是1象素
fa95164d03beae6dd4f661cc22110508,南部的什麼組織而導致軍方分崩離析且激烈對立?[SEP]。
2041594c6a3513be6c0cc4fd56c402fd,1928年
14b44677bcbe07f6993fc691a2c40508,1958年
45cb832fcd1e82b8dd585408631216c7,1970年
b87145e58295c499bb028770ed9ad99f,民主黨
702b1080f94bf54018407dd8388527f7,1950年
c48bca4b7fc8933a4b51bd4220f5283c,2014年
8de7618233dc57a89d4eddcdf64a4611,賽。
dfaf28d5ada2fc197ac8a074b1db9b27,徐州
cd98c5b46083a79573ff98b5bae4bd5d,2008年
0ccbe6b413b0c903ccb8afb856aec770,敗告
f78eb850d37ff1a3ddc49396f9dcf3ff,十分嚴重，金幣
252ebe51c50298bf3f9943ae6d732a6e,荃灣區
8f86b10e77d7a7451850be35fb8bac46,李·丹尼爾·克羅克為維基百科編寫了現在的這一軟體。維基百科最初曾經使用普羅語
8837cb17fe18bcee7f9bb14df4709d72,##m
318ac659dc7b4a2681228cdd5cb30458,奧運單項運動聯合會。棒球和壘球如獲選入2020年
a5bccbe8d68451aa02fa2027c09e8da1,1793年
7017f43e4307193c1166d21bc77dc6bc,農業模式》
f788a15b8bd4d5c3e1dd7b334a9e7ddf,1953年
953efc7169ce38c69e48661285e7f06b,兩州
9af2598aae0ad142fc5e70958227728e,2006年
3277a03d91da4758599660ffb2d80d08,拙有力
aa9a92825936e5e619f01e99eda22271,農耕區
0a7a78d9a5a7b124712f68f38a5aed30,2004年
e08a8e6730daf03780bfb464e4d8b3a0,電子微型期
89167ddc7fb75f9b28ac877bdae8e56a,第2架1米望遠鏡在什麼時間之前都沒有被林肯近地小行星研究小組計畫所使用？[SEP]。[SEP]
376601e3d6bd3e6fd4000417deacd692,留至今。[SEP]
66f8e890ec9357cb5220b4b864d18421,增強命令列介面的腳本語
5d4a0c66796382991eb339a03ead28fb,四行程汽油引擎發明者的兒
a4d3f11fc1e590d7e38000e176413ce9,審查的權
de2dce9a03944c8be289a4e0a4b101c8,障
6f6ebf3abc34388811b1837ad1691d3b,中之間的內部矛盾，同時民主集中制在自由和紀
97ef49cbc3bda890c9d0463a93dbe51a,自然條件
d0b226827a72b54fa5ef8e2a513341af,高原則為削弱乃至毀滅敵人艦隊
37e11b15bb7800ac514f6c90812a41ca,蘇聯的社會主義
0633785aacdc60c6895f46da707c3553,16:9的畫面?[SEP]成部
1ad9bf3b2d0bf927ca9d515ddb6f2c01,臺灣人民的生活比日治時期
21010ef51ed3d27ebeeff319533c9d42,西北至於臨清，達於御河，全長250餘里
99921c937954fadb79ee4aead7f2ff1c,彎取直，不經洛陽而在山
3459bfc009b0f32b6c0ac46c4b1e15dc,紐西蘭
88ce155b34bdebd8a4cb2d81f3f77b81,16世紀
fdf95a03c3a0dc2d197e01384f89d791,《尼布楚條約》
332f95e64433679a33fe4d9fef5dcbd2,印刷博物館，愛爾蘭現代
575d9443ff5002c73cd376dcb0149d10,19平方公里
bceda5a594e9585b5629703dbf6ad0a1,2008年
5b9bc9f71707d5c5e8962478ade7e356,埃姆斯蘭
d9df7b0aa581e16a178240193fcd863d,《徵求國旗國徽圖案及國歌詞譜啟事》經周恩來、毛澤東修改審批，分別在《人民日報》
19b9570b1821cea7fd33fec21d129f04,長期
fa7562f2f6548749462bfbb5ed301fcb,基礎
8b2b0daf4f23ec81a4b2540bc460b561,伽桑狄、費馬、帕斯卡等，保持通信聯繫。梅森去世後，聚會經常在時任國務會議參事的蒙特摩家裡舉行。1663年
5ada5e61af399bc2b2730f4dc95c9002,蘇聯解體後，新教教堂
da4b37242910e301c4221ec5fdd015e4,黃帝紀年
ab31403baa79ccc210fca277e338f472,1999年
4918e760f58637d729ac72ddbcb7ad6b,8月
abc5626667d2caab09dd222dd3715825,1859年
318ab1cdf5be394164e5a4278007f04e,1950年
9b0de5385dc3894db35a95be0cfba3e9,烏克蘭族
20301e96ff2e23bf6bbeeec6fe676887,1997年
91fa59f4238f36d93ca5048293db241d,劉延東稱讚中國科大是「新中國創辦最成功的大學之一」、是「一所年
2b074424840343da2710b2c8b3078f11,1970年
e4609bbbeb0d6e0207360c24236bbd0b,伍，正式豎起了「天下義
4950440b52a8ad7f4e56d5d6fad85816,1949年
f4a5a12a9808a56780fa46b608d7f9ac,高古，對版畫的發展作出了貢獻。此一畫風，後世學者常稱為變形主義
ecabf598b2121f9d0066ff60cf334d8b,1929年
98cc5d4f5e5ff95ea70e01ee4fa25788,《清史稿》
73ca9ffb3225943ad73e71d1062e5403,隋唐大運河
7e2530c2c81f7637107ed43c8596e593,黃河
2643f0be11d42c0fac7016afde854a7b,溫年
cbf4f963d9bcdb5c95d5ef3c5047c7c5,有爭
28ffa27145c72fbbdb4de38b9c83c95b,綫的車費較其他路線
fb3d1f5b96d668f44907c362b892377d,2015年
332e5f2f5fd8b03af0e7de18fb670dd0,1989年
417f82e2ed63aefd0b3457812c45b7cd,中共前敵委員會書記，成為中國共產黨
dd5e8e6f245a317b9835e10e7b66ed29,哈利·華納將公司的電影院
adb667410161ffa194f35ba0f5f76e49,銜領有亞該亞地區的拉丁城市
15946ddde65910e31d4555b29ad3b79b,紐幾內亞加入；1994年
1ad9454b147815250b5c54a309e7a19c,《新世紀
646adfc28a4516d5c1eb43cdcffae6c4,常務委員會
24dfcfd98f3760505d78a133e975d250,四運動在北京
e92e938f307dbfda6d353e4b5cadc90f,1949年
499ddb111f159754c523173e482ed060,浪費大量人
757ca9a2ecc4eb540312482be3f725ff,劉璋配給劉備士兵，及督白水軍，令他攻擊張魯。劉備當時總計有三萬多人，車甲、器械、資貨甚多。但劉備卻到葭萌時，未出兵，而是樹立恩德，收買民心。212年
88bb847fc0d8c52ca5c499103ef3fbba,16萬名考生參加4月中的四技二專統測，九十九年四技二專日間部登記分發結果，學生錄取率為85.44％。臺灣有153所大學院校設有研究所，但是每年
8d50a1230e8d99f765ecc4159aeea829,張旭和懷
69f16dd1205f43e46d88905c33c3de70,羽球總會正式改名為現時的世界羽球聯盟
eb12a711580c7043aa13d9c54ec4bc18,更龐大的網路
9199b8238ee09d6e05eb49314839a162,《行政院組織法》
085c62f0c8df1667989c73226d17749d,2012年少20萬張。門票價格範圍從普通賽事的40雷亞爾到開幕典禮的4600雷亞爾不等。約380萬張門票的價格為70雷亞爾或以下。公路自由車、跑步和馬拉松等街頭專案可沿街免費觀看。奧運聖火於2016年
ef757112dd1cf92a6b060c2ae95bae3f,朱斯
5a86d7575b1802ae2c369373c1ceee4c,保育生物學
502360561225a15419eea321b0aff5b9,漢長安城遺址
610aafd57a686c6955c32c4e43ede81d,1947年
bd27c2667d7a1d150a6938682c747949,大的網路
737167eb63334dd186d8caec177273d8,1979年
bdb2edfc5ebc76530aee2fae3bf0485d,朱德受到衝擊。朱德在北京逝世。北洋政府時期，朱德曾被授予勳五位、三等文虎勳章、陸軍中將軍階。抗日戰爭
968fdf50ea0dad19d145f9941ae52fe0,1854年
23dbeca9ab7a0b2eb2e893bf22dc50fb,1997年
3560df20d938f89d961914687a79eb21,下事業
e7fb8f852d69aacbf2698dbe848f0035,黃皓而導致朝政變壞但是政風直到蜀漢滅亡都算清廉跟什麼人有關係？[SEP]共同體
7fba9e5872a26cd796c9ccc768108195,1935年
6512f10d5f0fd051276bc2b6fc3b0070,「現在時間」取代
80efaf7b5940538e207b16605eeed09d,中常見的沙塵暴，而由於過度
dbeefd744a456851a772c1e4cf7e7928,"9,760公尺高的飛行高度紀"
1d1779f3cdd123f0229154163d057fbe,第二次大戰
ad3b9928c9894482330b59a17de095f1,《中國人民政治協商會議共同綱領》
1debec4936f773b9795fa8ab524c6510,威和部隊
adf053441514f62bda22dcf11ddcee0d,1981年
6375075a3144ed2089e847f415ea5b57,白[UNK]紀
e5733a1727de681ebf26c6cd1777df99,新世末南極洲已經終年
09dd54bdb0a6f6971786967f15f0d92d,黃大仙區
812028b1c832259b64eaad14d6f877cb,1999年
2f3b65a8ea1ea0f437ce5710e66af65e,1929年
0345575cd4491d0d28a55c5731868bef,1865年
c9f066bcb9bee96e2361652d5418e9e9,大的網路
0afd046f2293f688b439d7b82c65d369,嘉之禍。洛陽傾覆以後，中原的世族
c795f9588755c6cb479c51a55d247621,《柳林風聲》
bdd9d83094c9e235d06b8edbd6ad050c,1968年
b7ef9146158c9eda1d3cc6d05f69d38a,13.3℃，7月最高，為28.4℃。中山市
c86add29727fba5c48a17d82a86fc160,羅馬帝國名存實亡?[SEP]。
0086d9f555cc696f5c57b64cdfd000b6,曹豹倒戈，迎接呂布，趕走張飛，佔據下邳。呂布擄獲劉備妻子，劉備轉戰
a1b38f847eea129d3994ba6e325be05c,1945年
ea2bc8b15ca3a1702fe296e8721ed2e6,海州
4f6386175a929643aaf89d4b83afd1f6,1881年
2b143c82f4da0610b3a10cb3bb77f9f6,舊有名稱，維多利亞公園
f25d82bf05e7967f4b1e25055637aaf0,因為死亡
f364c13462ae662e1166472503df2283,「義
86d5f44d277293646e2c489436d7a0f9,1789年
d559103ccb00e5d8023c42138b6b1fb9,蘇聯佔領，西柏林為美英法共同佔領。1948年
ad5aa8e08de48d830c836ee1e16d2e72,電子微型期
049d0325275ddd78e80d848379b2f084,登峰
7578dd076735ef0d7569dac882047990,1895年
dddec5e0a9ca0b53681bcc73ff7ed4f9,政已江河
8fa84c0da6b7f1468a463578fe0532a1,劉備聯軍擊敗，形成三國鼎立的雛型。220年
7ccc87b0bf8d9a6156491e812fb15f3a,飢
0de302c3bafbb127d8f05fbe39c9bce5,為潛
e39bc7b384797d19d50d7ad2d5594e4d,全球化趨勢下經濟，社會
c02a89e641fd280abca86cab1490924a,1999年
d9901d283f4712a8452c0b26a3ee3c5a,1976年
14946d3c8b8d31686370cae9bac997a0,《finalhome》
778565df6dd808f43fa146bb2c962171,主席
6277376f3505cf035eda5b89f429b8d9,劉備遺派
72e352810328f000fe4c01f063778520,入。
e392860be2bbdef30aeb7eccd7875b1c,荷蘭的聯合艦隊，但其後丹麥海軍卻被重新組建的瑞荷聯合艦隊全殲。在經過三年
4754037febd8c7944eb4631de32d4a28,《英語知識》
6386cdaaece3f219330e16fe925b11a3,悠久的政黨
0e12523163da95a48d6e946074d5a75f,2011年
5908a7bca8affcf92c1f8b033d755732,六年
879f88baa4aeb560ea818adf806a0212,阿富汗
655e08fe431810792721345d4195dc51,「要求進行民主選[UNK]」
73c23f7ce7450af373b7af6559775ba8,15世紀
15b783d40c78e243fa73ea7a8dbf752c,1990年
